track_name,artist_names,album_name,release_date,popularity,main_artist_genres,similarity_to_playlist,score,track_url
當你,JJ Lin,她說,2010-12-08,63,"['mandopop', 'c-pop', 'taiwanese pop', 'malay pop']",0.6443324045002152,0.6443324045002152,https://open.spotify.com/track/56UzFYxgkvxU188BsCKBOc
⁠Inside Out,JOLIN,Pleasure,2025-07-25,45,"['mandopop', 'c-pop', 'taiwanese pop', 'malay pop']",0.6443233280975084,0.6443233280975084,https://open.spotify.com/track/7H1DtRc3limVus4LC68NJc
Layers,JOLIN,Pleasure,2025-07-25,44,"['mandopop', 'c-pop', 'taiwanese pop', 'malay pop']",0.643811062150798,0.643811062150798,https://open.spotify.com/track/6VdpsLxO2Vvg7uf1hIz3Cg
背對背擁抱,JJ Lin,JJ林俊傑100天,2009-12-18,64,"['mandopop', 'c-pop', 'taiwanese pop', 'malay pop']",0.6435610741668047,0.6435610741668047,https://open.spotify.com/track/5OZeRuBBRpEY13BagcAOLJ
學不會,JJ Lin,學不會,2012-01-12,55,"['mandopop', 'c-pop', 'taiwanese pop', 'malay pop']",0.6434424903523398,0.6434424903523398,https://open.spotify.com/track/6YxWkNIvOVxUE3L21Ga9yt
新地球,JJ Lin,新地球,2014-12-27,50,"['mandopop', 'c-pop', 'taiwanese pop', 'malay pop']",0.6434252460673882,0.6434252460673882,https://open.spotify.com/track/5aGeWhnZe80YNJ8loeEBQZ
我超會,JOLIN,Pleasure,2025-07-25,43,"['mandopop', 'c-pop', 'taiwanese pop', 'malay pop']",0.6433100758102811,0.6433100758102811,https://open.spotify.com/track/7JDZVoJCHrhQy5OJHfL9kO
Woman’s Work,JOLIN,Pleasure,2025-07-25,43,"['mandopop', 'c-pop', 'taiwanese pop', 'malay pop']",0.6432699738913671,0.6432699738913671,https://open.spotify.com/track/3QHdjJq3AyzK0mDqY0lxXJ
玫瑰少年,JOLIN,Ugly Beauty,2018-12-25,53,"['mandopop', 'c-pop', 'taiwanese pop', 'malay pop']",0.6417566206640389,0.6417566206640389,https://open.spotify.com/track/2uHMTG5xr9Xk7MrXIWrVUH
小酒窩,"JJ Lin, Charlene Choi",JJ陸,2008-10-18,62,"['mandopop', 'c-pop', 'taiwanese pop', 'malay pop']",0.6417219343443477,0.6417219343443477,https://open.spotify.com/track/53WV5mAY2opmFC0r0LjRdM
裂縫中的陽光,JJ Lin,因你 而在,2013-03-13,48,"['mandopop', 'c-pop', 'taiwanese pop', 'malay pop']",0.64144596518618,0.64144596518618,https://open.spotify.com/track/4REzuXet7gr8UCA3T5tK2s
記得,JJ Lin,她說,2010-12-08,55,"['mandopop', 'c-pop', 'taiwanese pop', 'malay pop']",0.641327577235147,0.641327577235147,https://open.spotify.com/track/2ZCn7ldYJ7doogRaGgXfNI
Always Online,JJ Lin,JJ陸,2008-10-18,59,"['mandopop', 'c-pop', 'taiwanese pop', 'malay pop']",0.6406211993744902,0.6406211993744902,https://open.spotify.com/track/7onu9q98XjqZi8egiI1uDf
醉赤壁,JJ Lin,JJ陸,2008-10-18,58,"['mandopop', 'c-pop', 'taiwanese pop', 'malay pop']",0.6402811941235544,0.6402811941235544,https://open.spotify.com/track/69lAYqbyHL1A0gctdLd9WV
心牆,JJ Lin,她說,2010-12-08,51,"['mandopop', 'c-pop', 'taiwanese pop', 'malay pop']",0.6395759569974955,0.6395759569974955,https://open.spotify.com/track/3ZyidDQzBzf1U1p1Wlbsuy
怪美的,JOLIN,Ugly Beauty,2018-12-25,48,"['mandopop', 'c-pop', 'taiwanese pop', 'malay pop']",0.6395271842649811,0.6395271842649811,https://open.spotify.com/track/0cONHWTIfgEpAuVwbbwGgc
第三人稱,JOLIN,呸,2014-11-15,55,"['mandopop', 'c-pop', 'taiwanese pop', 'malay pop']",0.6387128064429793,0.6387128064429793,https://open.spotify.com/track/5kt5UfkL18qq7AxYOCyQlt
我還想她,JJ Lin,JJ陸,2008-10-18,54,"['mandopop', 'c-pop', 'taiwanese pop', 'malay pop']",0.6386412380325118,0.6386412380325118,https://open.spotify.com/track/5myHTPXrZpxTEgaJaIUxms
江南,JJ Lin,第二天堂,2004-06-04,65,"['mandopop', 'c-pop', 'taiwanese pop', 'malay pop']",0.638097839825975,0.638097839825975,https://open.spotify.com/track/0YgvF6fNWydNGzCY3pzK4Y
期待你的愛,"JJ Lin, 金莎",JJ陸,2008-10-18,52,"['mandopop', 'c-pop', 'taiwanese pop', 'malay pop']",0.6377741158306468,0.6377741158306468,https://open.spotify.com/track/2onTvRPxYbCxvvoQ4FbVS3
甜秘密,JOLIN,Ugly Beauty,2018-12-25,44,"['mandopop', 'c-pop', 'taiwanese pop', 'malay pop']",0.6376350895386039,0.6376350895386039,https://open.spotify.com/track/46XrZSbu9A8w3EMMjRPaFt
不潮不用花錢,JJ Lin,JJ陸,2008-10-18,51,"['mandopop', 'c-pop', 'taiwanese pop', 'malay pop']",0.6373372141592926,0.6373372141592926,https://open.spotify.com/track/1ZsPPPhXyjv5C8f0WeVAoA
第幾個100天,JJ Lin,JJ林俊傑100天,2009-12-18,48,"['mandopop', 'c-pop', 'taiwanese pop', 'malay pop']",0.6371461018064428,0.6371461018064428,https://open.spotify.com/track/2tXTEROacuvyybcZoX9RmT
曹操,JJ Lin,曹操,2006-02-17,56,"['mandopop', 'c-pop', 'taiwanese pop', 'malay pop']",0.6371371808703354,0.6371371808703354,https://open.spotify.com/track/5wD5rhGxsm05FqHptqLOyd
Play我呸,JOLIN,呸,2014-11-15,50,"['mandopop', 'c-pop', 'taiwanese pop', 'malay pop']",0.6364796878901138,0.6364796878901138,https://open.spotify.com/track/18ImQnN3yZxL6vDQiOvata
一千年以後,JJ Lin,編號 89757,2005-04-01,57,"['mandopop', 'c-pop', 'taiwanese pop', 'malay pop']",0.6363348051381673,0.6363348051381673,https://open.spotify.com/track/7ronMHt2hVGfpag6m27wd9
妥協,JOLIN,花蝴蝶,2009-03-27,62,"['mandopop', 'c-pop', 'taiwanese pop', 'malay pop']",0.6360068327351448,0.6360068327351448,https://open.spotify.com/track/0m1cI6aV1jq537JamnL592
The Fate of Ophelia,Taylor Swift,The Life of a Showgirl,2025-10-03,96,[],0.6358554373285484,0.6358554373285484,https://open.spotify.com/track/53iuhJlwXhSER5J2IYYv1W
Opalite,Taylor Swift,The Life of a Showgirl,2025-10-03,91,[],0.6357147856172196,0.6357147856172196,https://open.spotify.com/track/3yWuTOYDztXjZxdE2cIRUa
I'm not yours (feat. 安室奈美惠),"JOLIN, Namie Amuro",呸,2014-11-15,47,"['mandopop', 'c-pop', 'taiwanese pop', 'malay pop']",0.6351189608489958,0.6351189608489958,https://open.spotify.com/track/0k4FG9l3OrxLt5NQU3uEkR
原來,JJ Lin,曹操,2006-02-17,51,"['mandopop', 'c-pop', 'taiwanese pop', 'malay pop']",0.6349989890753183,0.6349989890753183,https://open.spotify.com/track/73jRqrZdzcxVDFlhCc1Rpb
一路生花 - Live,"Angela Chang, Zhou Shen",天赐的声音第三季 (第12期Live),2022-06-03,46,"['mandopop', 'taiwanese pop', 'c-pop', 'malay pop']",0.6348879308901738,0.6348879308901738,https://open.spotify.com/track/2rTpQlobAboACLfHJQgPtr
DAISIES,Justin Bieber,SWAG,2025-07-11,96,[],0.6345992223101037,0.6345992223101037,https://open.spotify.com/track/5BZsQlgw21vDOAjoqkNgKb
I Just Might,Bruno Mars,The Romantic,2026-02-27,90,[],0.6345148121832124,0.6345148121832124,https://open.spotify.com/track/6f68Ac5tt5BQOpwr0BV9oN
无名的人 - 电影《雄狮少年2》主题曲/片尾曲,Angela Chang,无名的人 (电影《雄狮少年2》主题曲/片尾曲),2025-01-14,40,"['mandopop', 'taiwanese pop', 'c-pop', 'malay pop']",0.6344140908921668,0.6344140908921668,https://open.spotify.com/track/6kTvp0EvEzbQQ9Ie6NRqr7
戀人,Ronghao Li,戀人,2024-06-28,57,"['mandopop', 'c-pop', 'taiwanese pop', 'malay pop', 'chinese r&b']",0.634403779563009,0.634403779563009,https://open.spotify.com/track/3InFU5aBMwBTgk2EnxT3ir
YUKON,Justin Bieber,SWAG,2025-07-11,90,[],0.6343946804150343,0.6343946804150343,https://open.spotify.com/track/29iva9idM6rFCPUlu7Rhxl
SPEED DEMON,Justin Bieber,SWAG II,2025-09-05,85,[],0.6340444977839995,0.6340444977839995,https://open.spotify.com/track/4YmS7BALpAU0h4EAF4fYuh
戀人,Ronghao Li,黑馬,2024-10-18,56,"['mandopop', 'c-pop', 'taiwanese pop', 'malay pop', 'chinese r&b']",0.6340010645263479,0.6340010645263479,https://open.spotify.com/track/3eDz7gA410uim6ydVqqjyR
對等關係 (feat. 張惠妹),"Ronghao Li, A-Mei Chang",縱橫四海,2022-12-21,60,"['mandopop', 'c-pop', 'taiwanese pop', 'malay pop', 'chinese r&b']",0.6338484764951324,0.6338484764951324,https://open.spotify.com/track/0mGNDAW085Jkn8IbEalZG3
美杜莎,JOLIN,呸,2014-11-15,44,"['mandopop', 'c-pop', 'taiwanese pop', 'malay pop']",0.6336804639393471,0.6336804639393471,https://open.spotify.com/track/357seYQiIOqChwcBRpXVAo
我,JOLIN,MUSE,2012-09-12,48,"['mandopop', 'c-pop', 'taiwanese pop', 'malay pop']",0.633500276305105,0.633500276305105,https://open.spotify.com/track/6JIysoFg1r4BNVxGFJxNkp
BIRDS OF A FEATHER,Billie Eilish,HIT ME HARD AND SOFT,2024-05-17,95,[],0.6333370736891323,0.6333370736891323,https://open.spotify.com/track/6dOtVTDdiauQNBQEDOtlAB
豆漿油條,JJ Lin,第二天堂,2004-06-04,52,"['mandopop', 'c-pop', 'taiwanese pop', 'malay pop']",0.6330529539913848,0.6330529539913848,https://open.spotify.com/track/7vva2pL13vWP3XHKltJNJ7
如愿 - live版,"Angela Chang, 劉惜君",天赐的声音第三季 第10期 (live版),2022-05-20,42,"['mandopop', 'taiwanese pop', 'c-pop', 'malay pop']",0.6328823321457683,0.6328823321457683,https://open.spotify.com/track/77lDgI7HT9WtzN2qUnh7Aj
烏梅子醬,Ronghao Li,縱橫四海,2022-12-21,57,"['mandopop', 'c-pop', 'taiwanese pop', 'malay pop', 'chinese r&b']",0.6326300923894194,0.6326300923894194,https://open.spotify.com/track/4p9jbhD6N7HpuECGusu6iT
drop dead,Olivia Rodrigo,drop dead,2026-04-17,93,[],0.6322888425160356,0.6322888425160356,https://open.spotify.com/track/6gkbtMtioHgtyGjrMel6ei
drop dead,Olivia Rodrigo,drop dead (taken that eurostar to france video),2026-04-16,89,[],0.6321201434927419,0.6321201434927419,https://open.spotify.com/track/7Hc6qcJG4NtyZgbNvQyd8U
年少有為,Ronghao Li,耳朵,2018-10-17,65,"['mandopop', 'c-pop', 'taiwanese pop', 'malay pop', 'chinese r&b']",0.6319200845316764,0.6319200845316764,https://open.spotify.com/track/6XY80Ofqd8j0SGiEdRLwCp
日不落,JOLIN,特務J,2007-09-21,57,"['mandopop', 'c-pop', 'taiwanese pop', 'malay pop']",0.6317734875515031,0.6317734875515031,https://open.spotify.com/track/1sfmWlFCr9Dh8ZVlSdup0U
大小孩,Angela Chang,与世之争,2025-12-08,35,"['mandopop', 'taiwanese pop', 'c-pop', 'malay pop']",0.6317066731775451,0.6317066731775451,https://open.spotify.com/track/3KmVHZGItxsn05PMXmSf8p
凍結,JJ Lin,樂行者,2003-04-01,51,"['mandopop', 'c-pop', 'taiwanese pop', 'malay pop']",0.6313979830540892,0.6313979830540892,https://open.spotify.com/track/78E40DUsI511l4qx1ZALBx
American Girls,Harry Styles,"Kiss All The Time. Disco, Occasionally.",2026-03-06,93,[],0.6312350849416254,0.6312350849416254,https://open.spotify.com/track/7gtG45ieyQzKtNKobfLd49
Ghost,Justin Bieber,Justice,2021-03-19,89,[],0.631093627092759,0.631093627092759,https://open.spotify.com/track/6I3mqTwhRpn34SLVafSH7G
破繭（《鬥羅大陸》動畫2020年新主題曲）,Angela Chang,破繭（《鬥羅大陸》動畫2020年新主題曲）,2020-05-23,42,"['mandopop', 'taiwanese pop', 'c-pop', 'malay pop']",0.631010061102052,0.631010061102052,https://open.spotify.com/track/6v1wIs3L95KDR3DYICRYoM
"不將就 (電影""何以笙簫默""片尾曲)",Ronghao Li,有理想,2016-01-22,66,"['mandopop', 'c-pop', 'taiwanese pop', 'malay pop', 'chinese r&b']",0.630325773715296,0.630325773715296,https://open.spotify.com/track/5DH8nF7aWoXXg5Sm3gjCWD
戒菸,Ronghao Li,嗯,2017-11-17,63,"['mandopop', 'c-pop', 'taiwanese pop', 'malay pop', 'chinese r&b']",0.6302459774770056,0.6302459774770056,https://open.spotify.com/track/65KjitGykI5QIcsYrNhPZR
倒帶,JOLIN,城堡,2004-02-27,62,"['mandopop', 'c-pop', 'taiwanese pop', 'malay pop']",0.6301112724025827,0.6301112724025827,https://open.spotify.com/track/4XipvtwRgtUrGb2j2l0wNG
烏梅子醬,Ronghao Li,烏梅子醬,2022-11-21,51,"['mandopop', 'c-pop', 'taiwanese pop', 'malay pop', 'chinese r&b']",0.6301046913248606,0.6301046913248606,https://open.spotify.com/track/7gxBUjMQY9iAozVktMKEp7
名字,Ronghao Li,黑馬,2024-10-18,47,"['mandopop', 'c-pop', 'taiwanese pop', 'malay pop', 'chinese r&b']",0.6300632471083304,0.6300632471083304,https://open.spotify.com/track/4a4KHALRZsKT2FxFuWefNs
對等關係 (feat. 張惠妹),"Ronghao Li, A-Mei Chang",對等關係 (feat. 張惠妹),2021-12-08,52,"['mandopop', 'c-pop', 'taiwanese pop', 'malay pop', 'chinese r&b']",0.6296812960238933,0.6296812960238933,https://open.spotify.com/track/4PMakIBWXujbe2MIsuZtOc
慢冷 - Live,Ronghao Li,2022中国好声音 第1期 (Live),2022-08-05,50,"['mandopop', 'c-pop', 'taiwanese pop', 'malay pop', 'chinese r&b']",0.6295748456365015,0.6295748456365015,https://open.spotify.com/track/6aIGBaR1HlUlt9eeO3cfq2
美人計,JOLIN,蔡依林 Myself 2010概念專輯,2010-08-13,44,"['mandopop', 'c-pop', 'taiwanese pop', 'malay pop']",0.6293387569660426,0.6293387569660426,https://open.spotify.com/track/0buvXrW7vND0d9jvrBcdnQ
走走,Ronghao Li,走走,2024-07-18,45,"['mandopop', 'c-pop', 'taiwanese pop', 'malay pop', 'chinese r&b']",0.6291407840311695,0.6291407840311695,https://open.spotify.com/track/3IAZb9kSyQbkAl4R1ey6Hw
天空,JOLIN,野蠻遊戲,2005-04-25,56,"['mandopop', 'c-pop', 'taiwanese pop', 'malay pop']",0.6290196344926628,0.6290196344926628,https://open.spotify.com/track/0mBAfQuVGW2YHZvUM2NsLb
折断玫瑰 - 电影《匿杀》推广曲,Angela Chang,折斷玫瑰 (電影《匿殺》推廣曲),2026-01-09,29,"['mandopop', 'taiwanese pop', 'c-pop', 'malay pop']",0.6289595248526642,0.6289595248526642,https://open.spotify.com/track/4KZ5yE0yafjb6eU8BzozSN
千言萬語,David Tao,STUPID POP SONGS,2025-04-15,40,"['mandopop', 'chinese r&b', 'taiwanese pop', 'c-pop', 'malay pop']",0.6287563217559715,0.6287563217559715,https://open.spotify.com/track/1oN2kdjR9cAiroT3u2thQ6
麻雀,Ronghao Li,麻雀,2020-07-30,52,"['mandopop', 'c-pop', 'taiwanese pop', 'malay pop', 'chinese r&b']",0.6287028979097279,0.6287028979097279,https://open.spotify.com/track/1N3qbpbOaALrf9kqsYMS9v
Come What May,Leehom Wang,Come What May,2026-05-22,42,"['mandopop', 'c-pop', 'taiwanese pop', 'chinese r&b', 'malay pop']",0.6286956263122211,0.6286956263122211,https://open.spotify.com/track/40IqSfkt9nvQL2MS6ouBjA
花蝴蝶,JOLIN,花蝴蝶,2009-03-27,45,"['mandopop', 'c-pop', 'taiwanese pop', 'malay pop']",0.6286825225001025,0.6286825225001025,https://open.spotify.com/track/5457OwHNgbWPD6Z6ACDUPr
走走,Ronghao Li,黑馬,2024-10-18,44,"['mandopop', 'c-pop', 'taiwanese pop', 'malay pop', 'chinese r&b']",0.6286561623382589,0.6286561623382589,https://open.spotify.com/track/6x40WlWFyNx5u0jDrWh7so
孤勇者 - live版,"Angela Chang, 苏见信 (信)",天赐的声音第三季 第1期 (live版),2022-03-11,34,"['mandopop', 'taiwanese pop', 'c-pop', 'malay pop']",0.6285239137261279,0.6285239137261279,https://open.spotify.com/track/732p6zRKmZibfU8XEB3Smj
今天妳要嫁給我,"JOLIN, 陶喆",唯舞獨尊演唱會鮮聽版&特別混音專輯,2006-09-29,52,"['mandopop', 'c-pop', 'taiwanese pop', 'malay pop']",0.6285186626458454,0.6285186626458454,https://open.spotify.com/track/1E1dS9ycIHRN9MlWG7jovn
Guy For That (Feat. Luke Combs),"Post Malone, Luke Combs",F-1 Trillion,2024-08-15,76,[],0.6281996526047449,0.6281996526047449,https://open.spotify.com/track/6StwwqB84sJeLr7tZDTxEX
Pour Me A Drink (Feat. Blake Shelton),"Post Malone, Blake Shelton",F-1 Trillion,2024-08-15,75,[],0.6280480295862042,0.6280480295862042,https://open.spotify.com/track/0mNzElhEofvgMWAJoOA4q9
愛錯 (feat. 單依純) - Live,"Leehom Wang, 單依純",愛錯 (feat. 單依純) [Live],2025-11-01,42,"['mandopop', 'c-pop', 'taiwanese pop', 'chinese r&b', 'malay pop']",0.6278629582385873,0.6278629582385873,https://open.spotify.com/track/4x4AuZOs1Ohp0irjyU2M8h
Take Me to the Beach (feat. Ado),"Imagine Dragons, Ado",Take Me to the Beach (feat. Ado),2024-12-16,73,[],0.6278013697470191,0.6278013697470191,https://open.spotify.com/track/4n7nwDqrdx3qmJvEACOMrN
